topic	sentence0내일 반품할 노트북이 삼성인지 엘지인지 알려주세요0내일 삼성노트북을 반품할거에요 엘지노트북을 반품할거에요0내일 삼성노트북이랑 엘지노트북 중에 어떤 노트북을 반품하는거에요0혹시 내일 반품할 노트북이 삼성과 엘지 중에 무엇인지 아시나요0내일 노트북 반품이 삼성노트북인지 엘지노트북인지 확인부탁드립니다�립니다
1	밝기를 비교할 때 식탁등이 더 밝습니까 주방등이 더 밝습니까
1	식탁등과 주방등 중 더 조명이 환한 것은 무엇인가요
1	식탁등과 주방등 중 더 밝은 것은 어떤 등이야
1	그럼 식탁등과 주방등 중 밝기가 더 센 것은 어느등이니
1	저기 식탁등과 주방등 중 더 밝은 밝기를 자랑하는 것은 무엇인지 얘기좀 해줘
1	자 밝기를 비교할 때 식탁등이 더 밝으니 주방등이 더 밝으니
1	저기 식탁등과 주방등 중 더 조명이 환한 것은 무엇이니
1	가스비를 아끼려면 가스밸브를 완전히 열고 쓰는 거랑 반쯤 여는 거랑 뭐가 더 좋을까요
1	가스밸브를 다 열거나 반쯤 열거나 했을 때 뭐가 더 가스비 절감에 이득입니까
1	가스비 절감 차원에서 밸브를 반쯤 여는 게 더 낫나요 아니면 다 열어놓는 게 낫나요
1	가스비를 더 아끼려면 평소에 밸브를 반 열어두고 쓰는 게 좋은지 아니면 완전히 열어두고 쓰는 게 좋은지 알려주세요
1	요금 절감에 가스 밸브를 완전히 개방하는 게 좋나요 아니면 반만 개방하는 게 좋나요
1	좀더 가스비를 아끼려면 가스밸브를 완전히 열고 쓰는 거랑 반쯤 여는 거랑 뭐가 더 좋을까
1	조절기에서 가스밸브를 다 열거나 반쯤 열거나 했을 때 뭐가 더 가스비 절감에 이득일까
1	그럼 가스비 절감 차원에서 밸브를 반쯤 여는 게 더 낫니 아니면 다 열어놓는 게 낫니
1	가스비 아끼려면 평소에 밸브를 반 열어두는 게 좋은지 아니면 완전히 열어두는 게 좋은지 알려주라
1	그렇다면 요금 절감에 가스 밸브를 완전히 개방하는 게 좋아 아니면 반만 개방하는 게 좋아
1	거실과 신발장 중 강아지 옷이 있는 곳은 어디죠
1	거실과 신발장 중 강아지 옷이 보관된 곳은 어디지요
1	강아지옷이 들어있는 곳은 거실인가요 신발장인가요
1	강아지옷을 보관중인 곳은 거실입니까 신발장입니까
1	지금 강아지옷이 거실과 신발장 중 어디에 있나요
1	거실과 신발장 중 강아지 옷이 있는 곳은 어디니
1	거실과 신발장 중 강아지 옷이 보관된 곳은 어느 곳이지
1	혹시 강아지옷이 들어있는 곳은 거실이야 신발장이야
1	강아지옷을 보관중인 곳은 거실이니 신발장이니
1	그니까 지금 강아지옷이 거실과 신발장 중 어디에 있어
1	안방과 작은방 중 난방이 되고 있는 곳은 어디죠
1	안방과 작은방 중 난방 가동 중인 곳은 어디지요
1	지금 난방 중인 곳은 안방인가요 작은방인가요
1	혹시 지금 난방 가동중인 곳이 안방입니까 작은방입니까
1	안방와 작은방 중 난방을 켠 곳은 어디인지 말씀해주세요
1	안방과 작은방 중 난방이 되고 있는 곳은 어느 방이야
1	우리 안방과 작은방 중 난방 가동 중인 곳은 어느방이야
1	지금 난방 중인 곳이 안방인지 작은방인지 확인해줄래
1	지금 난방 튼 데가 안방이니 작은방이니
1	야 안방과 작은방 중 난방을 켠 곳은 어디인지 말좀 해줘
1	건강에 좋은 컵이 유리인가요 도자기인가요
1	도자기하고 유리 중에서 뭐가 몸에 더 좋나요
1	건강 측면에서 유리컵이랑 도자기컵 중에 뭐가 더 나을까요
1	도자기컵과 유리컵 중 건강을 생각했을 때 어떤 컵이 더 나은지 알려주시겠습니까
1	도자기 유리 중 어떤 재질 컵이 더 건강에 좋을까요
1	일반적으로 건강에 좋은 컵이 유리니 도자기니
1	여기 도자기하고 유리 중에서 뭐가 몸에 더 좋아
1	건강을 생각하면 유리컵이랑 도자기컵 중에 뭐가 더 나을까
1	도자기컵과 유리컵 중 건강을 생각했을 때 어떤 컵이 더 나은지 알려줘야겠어
1	도자기 유리 중 어떤 재질 컵이 더 건강에 좋은지 알려주겠니
1	안방 오른쪽 옷장과 왼쪽 옷장 중 이불이 들어갈 수 있는 곳은 어디인지 말씀해주실래요
1	안방 오른쪽 옷장과 왼쪽 옷장 중 이불이 들어갈 공간이 있는 곳은 어디지요
1	이불이 들어갈 공간이 넉넉한 곳은 안방 오른쪽 옷장입니까 왼쪽 옷장입니까
1	안방 오른쪽 옷장과 왼쪽 옷장 중 이불 수납이 가능한 곳은 어디죠
1	이불을 수납하기에 용이한 곳은 안방 오른쪽 옷장인가요 왼쪽 옷장인가요
1	안방 오른쪽 옷장과 왼쪽 옷장 중 이불이 들어갈 수 있는 곳은 어디인지 알려줄래
1	음 안방 오른쪽 옷장과 왼쪽 옷장 중 이불이 들어갈 공간이 있는 곳은 어느쪽이니
1	이 이불이 들어갈 공간이 넉넉한 곳은 안방 오른쪽 옷장이니 왼쪽 옷장이니
1	지금 안방 오른쪽 옷장과 왼쪽 옷장 중 이불 수납이 가능한 곳은 어디니
1	여기 이불을 수납하기에 용이한 곳은 안방 오른쪽 옷장이니 왼쪽 옷장이니
1	유월과 칠월 중 식단비를 더 많이 쓴 달은 언제죠
1	유월과 칠월 중 식단비 지출이 더 큰 달은 언제지요
1	두 기간 중 식단비를 더 많이 쓴 달은 유월인가요 칠월인가요
1	식단에 보다 많이 소비한 달은 유월입니까 칠월입니까
1	식단비를 비교할 때 지출이 더 큰 달은 유월일까요 칠월일까요
1	있지 유월과 칠월 중 식단비를 더 많이 쓴 달은 언제야
1	그럼 유월과 칠월 중 식단비 지출이 더 큰 달은 언제였어
1	이 두 기간 중 식단비를 더 많이 쓴 달은 유월이야 칠월이야
1	있잖아 식단에 보다 많이 소비한 달은 유월이니 칠월이니
1	그럼 식단비를 비교할 때 지출이 더 큰 달은 유월일까 칠월일까
1	알미늄호일과 종이호일 중 더 저렴한 것은 무엇이죠
1	알미늄호일과 종이호일 중 더 가격이 낮은 것은 무엇이지요
1	알미늄호일과 종이호일 중 더 낮은 가격대의 제품은 무엇인지 말씀해주세요
1	가격을 비교했을 때 더 저렴한 것은 알미늄호일인가요 종이호일인가요
1	더 저렴한 것을 구입하려면 알미늄호일을 골라야 합니까 종이호일을 골라야합니까
1	알미늄호일과 종이호일 중 더 저렴한게 뭐야
1	여기 있는 알미늄호일과 종이호일 중 더 가격이 낮은 것은 어떤거니
1	알미늄호일과 종이호일 중 더 낮은 가격대의 제품은 무엇인지 말좀 해줄래
1	그럼 가격을 비교했을 때 더 저렴한 것은 알미늄호일인가 종이호일인가
1	혹여나 더 저렴한 것을 구입하려면 알미늄호일을 골라야 하니 종이호일을 골라야하니
1	조리대 닦을 때 소독용 에탄올이 더 좋나요 전해수가 더 좋나요
1	더 깨끗하게 조리대를 청소하려면 전해수가 좋습니까 아니면 소독용 에탄올이 더 좋습니까
1	전해수와 소독용 알콜 중 조리대 청소에 뭐가 더 위생적인 지 알려주시겠나요
1	조리대 청소에 더 위생적인 게 소독용 알콜하고 전해수 중 뭘까요
1	소독용 알콜을 조리대 청소에 쓰는 게 위생적인가요 아니면 전해수를 쓰는 게 위생적인가요
1	저기 조리대 닦을 때 소독용 에탄올이 더 좋으니 전해수가 더 좋으니
1	좀더 깨끗하게 조리대를 청소하려면 전해수가 좋으니 아니면 소독용 알코올이 더 좋으니
1	소독제들중 전해수와 소독용 알콜 중 조리대 청소에 뭐가 더 위생적인 지 알려주겠니
1	조리대 청소에 더 위생적인게 솨독용 알코올하고 전해수중 어떤것이지
1	있잖아 소독용 알콜을 조리대 청소에 쓰는 게 위생적일까 아니면 전해수를 쓰는 게 위생적일까
1	중식칼과 일반칼 중 날이 더 날카로운 것은 무엇이지요
1	중식칼과 일반칼 중 더 날이 잘 갈린 것은 어느 쪽이죠
1	날이 날카로워 보다 위험한 것은 중식칼인가요 일반칼인가요
1	날이 더 날카롭게 갈린 것은 중식칼입니까 일반칼입니까
1	날을 비교할 때 더 날카로운 것은 중식칼일까요 일반칼일까요
1	중식칼이랑 일반칼 중에 날이 더 날카로운 건 뭘까
1	중식칼과 일반칼 중 더 날이 잘 갈린 건 어느 쪽이야
1	어머 날이 날카로워 보다 위험한 것은 중식칼이니 일반칼이니
1	있지 날이 더 날카롭게 갈린 것은 중식칼이니 일반칼이니
1	그럼 날을 비교할 때 더 날카로운 것은 중식칼일까 일반칼일까
1	세탁해놓은 수건과 세탁해야할 수건 중 더 많은 것은 무엇이죠
1	세탁을 마친 수건이 세탁 예정인 수건보다 더 많나요 혹은 더 적나요
1	세탁을 해야할 수건이 세탁을 완료한 수건보다 더 많습니까 혹은 적습니까
1	세탁 예정인 수건의 개수와 이미 세탁을 마친 수건의 개수 중 무엇이 더 많은지 말씀해주세요
1	개수를 비교했을 때 세탁해야 할 수건이 더 많은가요 세탁을 완료한 수건이 더 많은가요
1	세탁해둔 수건과 해야할 수건 중 더 많은 걸 알려주겠니
1	세탁 마친 수건이 세탁 예정인 것보다 더 많아 아님 적어
1	음 세탁을 해야할 수건이 세탁을 완료한 수건보다 더 많으니 혹은 적으니
1	세탁 예정인 수건 수와 세탁 끝난 수건 중 어느 쪽이 더 많은지 말 좀 해줘
1	그럼 개수를 비교했을 때 세탁해야 할 수건이 더 많으니 세탁을 완료한 수건이 더 많으니
1	세탁세제와 섬유유연제 중 더 적게 남아있는 것은 무엇이죠
1	세탁세제와 섬유유연제 중 먼저 내용물이 소진될 제품은 무엇이지요
1	양이 더 적게 남아있는 것은 세탁세제인가요 섬유유연제인가요
1	세탁세제와 섬유유연제 중 먼저 떨어져 구매가 시급한 제품은 무엇인지 말씀 부탁드립니다
1	양을 비교했을 때 먼저 바닥을 보일 제품은 세탁세제입니까 섬유유연제입니까
1	세탁세제와 섬유유연제 중 더 적게 남아있는 것은 뭐지
1	세탁세제와 섬유유연제 중 먼저 내용물이 소진될 제품은 어느 것일까
1	양이 더 적게 남아있는 것은 세탁세제야 섬유유연제야
1	세탁실에 세탁세제와 섬유유연제 중 먼저 떨어져 구매가 시급한 제품은 무엇인지 말좀 해줄래 부탁해
1	남은 양을 비교했을 때 먼저 바닥을 보일 제품은 세탁세제이니 섬유유연제이니
1	자두와 복숭아 중 비타민이 더 많은 것은 무엇이죠
1	자두와 복숭아 중 더 많은 비타민을 함유한 것은 무엇이지요
1	자두와 복숭아 중 무엇을 먹어야 더 많은 비타민을 섭취할 수 있을까요
1	비타민 함유량을 비교할 때 자두가 높은가요 복숭아가 높은가요
1	더 많은 비타민을 섭취하기 위해 자두와 복숭아 중 무엇을 먹어야 합니까
1	두 과일 자두와 복숭아 중 비타민이 더 많은 것은 어떤거니
1	여기 자두와 복숭아 중 더 많은 비타민을 함유한 것은 무엇인지 알려주겠니
1	여기 자두와 복숭아 중 무엇을 먹어야 더 많은 비타민을 섭취할 수 있을까
1	비타민 함유량을 비교할 때 자두가 높은가 복숭아가 높은가
1	좀 더 많은 비타민을 섭취하기 위해 자두와 복숭아 중 무엇을 먹어야 하니
1	안방하고 서재 중에 어디가 온도가 더 낮은가요
1	서재랑 안방이랑 온도가 어디가 더 낮습니까
1	온도가 안방하고 서재 중에서 더 낮은 곳이 어디시죠
1	안방 서재 중에 더 추운 곳이 어디신가요
1	평균적으로 서재랑 안방 중 어디 온도가 더 낮나요
1	안방이랑 서재 중에 어디가 온도가 더 낮니
1	있지 서재랑 안방이랑 온도가 어디가 더 낮니
1	온도가 안방하고 서재 중에서 더 낮은 곳이 어디야
1	지금 안방 서재 중에 더 추운 곳이 어디지
1	평균적으로 서재 안방중 어디 온도가 더 낮냐
1	당뇨 환자에 올리고당과 자일리톨 설탕 중에 뭐가 덜 해롭나요
1	자일리톨과 올리고당 중에 당뇨 환자에게 덜 해로운 당질이 뭐죠
1	자일리톨이 당뇨 환자에게 덜 해롭습니까 아니면 올리고당이 덜 해롭습니까
1	유해성 차원에서 당뇨 환자에게 올리고당과 자일리톨 중 뭐가 덜 유해한지 알려주시겠습니까
1	당뇨 환자에게 덜 유해한 당류가 올리고당입니까 자일리톨입니까
1	있잖아 당뇨 환자에 올리고당과 자일리톨 설탕 중에 뭐가 덜 해롭지
1	거기 자일리톨과 올리고당 중에 당뇨 환자에게 덜 해로운 당질은 뭐야
1	자일리톨이 당뇨 환자에게 덜 해롭니 아니면 올리고당이 덜 해롭니
1	있지 유해성 차원에서 당뇨 환자에게 올리고당과 자일리톨 중 뭐가 덜 유해한지 알려주겠니
1	모든 당뇨 환자에게 덜 유해한 당류가 올리고당이니 자일리톨이니
1	아침에 일어나고 나서 마실 때 생수랑 보리차 중에 뭐가 더 건강에 좋나요
1	건강에 이득이 되려면 아침에 일어나서 보리차 생수 중에서 뭘 마시는 게 더 좋습니까
1	보리차하고 생수하고 기상 후에 마시면 건강에 더 좋은 게 뭘까요
1	아침에 건강을 위해 마시려면 물하고 보리차 중에 뭐가 더 좋겠습니까
1	건강 차원에서 아침에 마시기 좋은 게 보리차랑 생수 중 뭔가요
1	이른 아침에 일어나고 나서 마실 때 생수랑 보리차 중에 뭐가 더 건강에 좋아
1	건강에 이득이 되려면 아침에 일어나서 보리차 생수 중에서 뭘 마시는 게 더 좋은지 알아봐 줄래
1	보리차하고 생수하고 기상 후에 마시면 건강에 더 좋은 게 뭐지
1	음 아침에 건강을 위해 마시려면 물하고 보리차 중에 뭐가 더 좋겠어
1	그럼 건강 차원에서 아침에 마시기 좋은 게 보리차랑 생수 중 뭔지 알려줘
1	흰색 양말이 더 많나요 검정 양말이 더 많나요
1	검정하고 흰색 양말 중에서 더 많은 양말이 어떤 종류죠
1	검은색 흰색 양말 중에서 무슨 색 양말이 더 많은지 알려주세요
1	양말 중에서 흰색이 더 많습니까 검은색이 더 많습니까
1	더 많은 양말이 흰색입니까 검은색입니까
1	흰색 양말이 더 많으니 검정 양말이 더 많으니
1	저기 서랍에 검정하고 흰색 양말 중에서 더 많은 양말이 어떤 색이야
1	저기에 검은색 흰색 양말 중에서 무슨 색 양말이 더 많은지 알려주렴
1	그렇다면 양말 중에서 흰색이 더 많아 검은색이 더 많아
1	혹시 더 많은 양말이 흰색이니 검은색이니
1	강아지 밥그릇과 물그릇 중 비어있는 것은 무엇이지요
1	강아지 밥그릇과 물그릇 중 내용물이 담기지 않은 것은 무엇이죠
1	그릇 안이 빈 것은 강아지 밥그릇인가요 물그릇인가요
1	내용물이 비어 바닥을 보인 그릇은 강아지 밥그릇과 물그릇 중 무엇인지 말씀해주세요
1	내용물이 들어있지 않은 그릇은 강아지 밥그릇과 물그릇 중 어느 것입니까
1	저기 강아지 밥그릇과 물그릇 중 비어있는 것은 무엇이지
1	도자기로 된 강아지 밥그릇과 물그릇증 내용물이 담기지 않은 것은 무엇이지
1	저쪽 그릇 안이 빈 것은 강아지 밥그릇이야 물그릇이야
1	텅텅 내용물이 비어 바닥을 보인 그릇은 강아지 밥그릇과 물그릇 중 무엇인지 말좀 해줘
1	전혀 내용물이 들어있지 않은 그릇은 강아지 밥그릇과 물그릇 중 어느 것이니
1	흰색과 검정색 면티셔츠중 무엇이 더 큰가요
1	흰색과 검정색 면티셔츠중 사이즈가 더 큰 제품은 무엇이죠
1	면티셔츠중 사이즈가 더 큰 색상은 흰색입니까 검정색입니까
1	흰색 티셔츠와 검정색 티셔츠의 사이즈를 비교했을 때 무엇이 더 크나요
1	크기를 비교했을 때 흰색 티셔츠가 더 큰지 검정색 티셔츠가 더 큰지 얘기 좀 부탁드립니다
1	흰색깔과 검정색깔 면티셔츠중 어떤것이 더 크니
1	흰색이랑 검정색 면 셔츠중 사이즈 더 큰 제품은 어느쪽이야
1	저기 면티셔츠중 사이즈가 더 큰 색상은 흰색이야 검정색이야
1	그렇다면 회색과 검정색 드라이기 중 들었을 때 더 가벼운 것은 무엇이지
1	음 크기를 비교해서 흰색 티셔츠가 더 큰지 검정색 티셔츠가 더 큰지 얘기좀 해줄 수 있니
1	양문형 냉장고와 사단문 냉장고 중 사용하기 더 편리한 것은 무엇이죠
1	양문형 냉장고와 사단문 냉장고 중 사용하기에 더 용이한 것은 무엇이지요
1	냉장고를 이용하는 데 있어 양문형과 사단문 중 어느 유형이 더 편리할까요
1	양문형과 사단문 중 어떤 유형을 선택해야 이용이 더 편리하나요
1	편리성의 측면에서 양문형 냉장고와 사단문 냉장고 중 어느 것이 더 좋습니까
1	양문형과 사단문 냉장고 중 사용하기 더 편리한 것은 뭐야
1	양문형 냉장고와 사단문 냉장고 중 사용하기에 더 쉬운 건 어느 쪽이지
1	그럼 냉장고를 이용하는 데 있어 양문형과 사단문 중 어느 쪽이 더 편하려나
1	그럼 양문형과 사단문 중 어떤 유형을 선택해야 이용이 더 편리하니
1	일단 편리성의 측면에서 양문형 냉장고와 사단문 냉장고 중 어느 것이 더 좋아
1	계란 반숙과 완숙 중 단백질 섭취에 더 좋은 것이 무엇인지 말씀해 주실래요
1	단백질을 더 많이 섭취하려면 계란을 반숙으로 삶아야 할까요 완숙으로 삶아야 할까요
1	계란을 반숙으로 삶는 것과 완숙으로 삶는 것 중 뭐가 단백질 섭취에 더 뛰어난가요
1	계란을 삶을 때 완숙으로 삶는 거랑 반숙 중 어떤 쪽이 단백질을 많이 섭취할 수 있나요
1	효과적으로 단백질을 섭취할 수 있는 계란 조리방식은 완숙입니까 반숙입니까
1	계란 반숙과 완숙 중 단백질 섭취에 더 좋은 것이 무엇인지 말좀 해줄래
1	단백질을 더 많이 섭취하려면 계란을 반숙으로 삶아야 할까 완숙으로 삶아야 할까 알아봐 줄래
1	계란을 반숙으로 삶는 거랑 완숙으로 삶는 것 중에서 어떤 게 단백질 섭취에 더 이득이니
1	혹시 계란 삶을 때 완숙이 반숙보다 단백질을 많이 섭취할 수 있니
1	보다 효과적으로 단백질을 섭취할 수 있는 계란 조리방식은 완숙이니 반숙이니
1	회색걸레와 파란색걸레 중 수분 흡수력이 더 좋은 것인 무엇이죠
1	회색걸레와 파란색걸레 중 어떤 걸레가 더 물을 잘 흡수하나요
1	수분 흡수력을 비교했을 때 회색걸레가 낫습니까 파란색 걸레가 낫습니까
1	물을 더 잘 빨아들이는 걸레는 회색걸레인가요 파란색걸레인가요
1	회색걸레와 파란색걸레 중 물을 흡수하는 능력이 더 탁월한 걸레는 무엇이지요
1	회색걸레와 파란색걸레 중 수분 흡수력이 더 좋은 것이 어떤거니
1	이 회색걸레랑 파란색걸레 중 어떤 걸레가 더 물을 잘 빨아들이는지 확인해
1	봐봐 수분 흡수력을 비교했을 때 회색걸레가 낫니 파란색 걸레가 낫니
1	진짜 물을 더 잘 빨아들이는 걸레는 회색걸레이니 파란색걸레이니
1	일단 회색걸레와 파란색걸레 중 물을 흡수하는 능력이 더 탁월한 걸레는 무엇인지 알려줘
1	환경호르몬 측면에서 호일이 더 호르몬 배출량이 많습니까 아니면 비닐랩이 더 많습니까
1	호일과 비닐랩 중에 환경호르몬 배출량이 더 많은 게 뭐죠
1	비닐랩이 환경호르몬 방출을 더 많이 하나요 아니면 호일이 방출을 더 많이 하나요
1	비닐랩하고 쿠킹호일 중에 환경호르몬이 더 많이 나오는 게 무엇인지 아시나요
1	환경호르몬이 더 많이 나오는 재질이 쿠킹호일인가요 비닐랩인가요
1	환경호르몬 측면에서 호일이 더 호르몬 배출량이 많으니 아니면 비닐랩이 더 많으니
1	저기 호일과 비닐랩 중에 환경호르몬 배출량이 더 많은 게 어떤거니
1	비닐랩이 환경호르몬 방출을 더 많이 하나 아니면 호일이 더 많이 하나 확인 부탁해
1	저기 있는 비닐랩하고 쿠킹호일 중에 환경호르몬이 더 많이 나오는 게 무엇인지 아니
1	해로운 환경호르몬이 더 많이 나오는 재질이 쿠킹호일이니 비닐랩이니
1	쇼파등받이 쿠션과 작은방침대 등받이 쿠션 중 더 낡은 것은 무엇인지 말씀해주세요
1	쇼파등받이 쿠션과 작은방침대 등받이쿠션 중 더 사용감이 많은 것은 무엇이지요
1	쇼파등받이 쿠션과 작은방침대 등받이쿠션 중 더 오래 사용한 것은 무엇이죠
1	더 오래 사용한 쿠션은 쇼파등받이 쿠션입니까 작은방침대 등받이쿠션입니까
1	사용감을 비교했을 때 더 낡은 쿠션은 쇼파등받이 쿠션인가요 작은방침대 등받이 쿠션인가요
1	쇼파등받이 쿠션과 작은방침대 등받이 쿠션 중 더 낡은 것은 무엇인지 확인 해봐줘
1	쇼파등받이 쿠션과 작은방침대 등받이쿠션 중 더 사용감이 많은 것은 어디에 있는 쿠션이니
1	여기 쇼파등받이 쿠션과 작은방침대 등받이쿠션 중 더 오래 사용한 것은 뭐야
1	좀더 오래 사용한 쿠션은 쇼파등받이 쿠션이니 작은방침대 등받이쿠션이니
1	자 그럼 사용감을 비교했을 때 더 낡은 쿠션은 쇼파등받이 쿠션이야 작은방침대 등받이 쿠션이야
1	플라스틱주걱과 나무주걱 중 밥주걱으로 사용하기에 더 나은 것은 무엇입니까
1	플라스틱주걱과 나무주걱 중 밥주걱으로 사용하기에 더 적합한 것은 무엇이지요
1	밥주걱의 재료로 플라스틱과 나무주걱 중 무엇이 더 적합하나요
1	플라스틱주걱과 나무주걱 중 밥주걱으로 쓰기에 효율이 더 좋은 것은 무엇이죠
1	밥주걱으로 쓰기에 더 수월한 주걱은 플라스틱주걱인가요 나무주걱인가요
1	플라스틱주걱과 나무주걱 중 밥주걱으로 사용하기에 더 나은 게 뭐지
1	플라스틱주걱과 나무주걱 중 밥주걱으로 사용하기에 더 적합한 것은 어떤주걱인지 말해줘
1	어 밥주걱의 재료로 플라스틱과 나무주걱 중 무엇이 더 적합하니
1	여기 있는 플라스틱주걱과 나무주걱 중 밥주걱으로 쓰기에 효율이 더 좋은 것은 무엇이니
1	그렇다면 밥주걱으로 쓰기에 더 수월한 주걱은 플라스틱주걱이니 나무주걱이니
1	세척력이 거품 비누하고 세탁 비누 중 뭐가 더 좋죠
1	세탁 비누하고 거품 비누 중에서 세정력 더 좋은 비누가 뭔가요
1	거품 비누 세탁 비누 중에서 더 좋은 세정력을 가진 비누가 어떤 것인지 알려주시겠어요
1	더 잘 씻기는 비누가 세탁 비누인가요 거품 비누인가요
1	세탁 비누가 더 잘 닦입니까 아니면 거품 비누가 더 잘 닦입니까
1	세척력이 거품 비누랑 세탁 비누 중에서 뭐가 더 좋다고 봐
1	세탁 비누랑 거품 비누 중 세정력 더 좋은 비누가 뭐지
1	여기 거품 비누 세탁 비누 중에서 더 좋은 세정력을 가진 비누가 어떤 것인지 알려줘
1	깨끗이 더 잘 씻기는 비누가 세탁 비누니 거품 비누니
1	딱딱한 세탁 비누가 더 잘 닦이니 아니면 거품 비누가 더 잘 닦이니
1	쌀벌레가 안 슬려면 양파가 더 도움이 되나요 아니면 마늘이 더 도움이 되나요
1	마늘 양파 중에서 쌀벌레 예방에 더 좋은 게 무엇인지 알려주시겠어요
1	쌀벌레가 양파에 더 도망을 잘 가나요 아니면 마늘에 더 도망을 잘 가나요
1	쌀벌레에 더 효과가 있는 게 마늘입니까 양파입니까
1	바구미 같은 쌀벌레들이 마늘을 더 싫어하나요 양파를 더 싫어하나요
1	조금이라도 쌀벌레가 안 슬려면 양파가 더 도움이 될까 아니면 마늘이 더 도움이 되니
1	준비된 마늘 양파 중에서 쌀벌레 예방에 더 좋은 게 무엇인지 알려줄래
1	이 쌀벌레가 양파에 더 잘가니 아니면 마늘에 더 도망을 잘가니
1	쌀벌레에 더 효과적인 게 마늘이야 양파야
1	알아봐줘 바구미 같은 쌀벌레들이 마늘을 더 싫어하는지 양파를 더 싫어하는지
1	소랑 돼지 중에 어떤 불고기가 더 살이 잘 찌나요
1	돼지불고기 소불고기 중에 칼로리가 뭐가 더 높습니까
1	소불고기 돼지불고기 중 더 높은 칼로리인 것을 알려주세요
1	칼로리가 더 높은게 돼지불고기인가요 소불고기인가요
1	더 살이 잘 찌는 게 돼지불고기 소불고기 중 무엇입니까
1	준비한 소랑 돼지 중에 어떤 불고기가 더 살이 잘 찌지
1	이렇게 요리한 돼지불고기 소불고기 중에 칼로리가 뭐가 더 높니
1	소불고기 돼지불고기 중 더 높은 칼로리인 것을 알려줘
1	칼로리가 더 높은게 돼지불고기야 소불고기야
1	좀더 살이 잘 찌는 게 돼지불고기 소불고기 중 뭔지 알려줘
1	위생을 생각한다면 세탁기 문을 닫을까요 열까요
1	세탁기 문은 위생상 여는게 더 좋나요 아니면 닫는게 더 좋나요
1	세탁기 문을 열고 닫는 것 중에서 청결을 고려했을 때 더 좋은 방식이 뭡니까
1	문을 열어두는 거하고 닫아두는 거하고 세탁기 청결에 뭐가 더 좋겠습니까
1	세탁기 위생상 문을 닫는 게 나을까요 여는 게 나을까요
1	항상 위생을 생각 한다면 세탁기 문을 닫을까 열까
1	세탁실 세탁기 문은 위생상 여는게 더 좋으니 아니면 닫는게 더 좋으니
1	세탁기 문을 열고 닫는 것 중에서 청결을 고려했을 때 더 좋은 방식이 뭐지
1	문을 열어두는 거하고 닫아두는 거하고 세탁기 청결에 뭐가 더 좋을거 같니
1	근데 세탁기 위생상 문을 닫는 게 나을까 여는 게 나을까
1	물 온도 이십팔 도와 삼십도 중 샤워하기에 더 좋은 온도는 몇 도죠
1	샤워하기에 더 쾌적한 물 온도는 이십팔 도인가요 삼십도인가요
1	물온도를 이십팔 도로 하는 것이 샤워에 좋나요 삼십도로 하는 것이 샤워에 좋나요
1	샤워를 할 때 물 온도를 이십팔 도로 맞춰야 좋습니까 삼십도로 맞춰야 좋습니까
1	쾌적한 샤워를 위해서 물온도를 이십팔 도와 삼십도 중 몇 도로 맞춰야 할지 말씀해주세요
1	이십팔 도와 삼십도 중 샤워하기에 더 좋은 온도는 몇 도야
1	샤워하기에 더 좋은 물 온도는 이십팔 도일까 삼십도일까 알려줘
1	물 온도 이십팔 도가 샤워에 좋으니 삼십도로 하는 게 샤워에 좋으니
1	기분좋게 샤워를 할 때 물 온도를 이십팔 도로 맞춰야 좋으니 삼십도로 맞춰야 좋으니
1	좀더 쾌적한 샤워를 위해서 물온도를 이십팔 도와 삼십도 중 몇 도로 맞춰야 할지 말좀 해줄래
1	닭가슴살하고 영양 조합을 생각했을 때 브로콜리랑 양배추 중에 뭐가 더 나을까요
1	영양조합상 닭가슴살에는 양배추가 더 좋을까요 아니면 브로콜리가 더 좋을까요
1	양배추 브로콜리 중에 닭가슴살하고 영양 궁합이 더 좋은 게 무엇입니까
1	브로콜리랑 양배추 중에서는 영양상 조합을 따져봤을 때 닭가슴살하고 더 좋은 게 뭐죠
1	닭가슴살에 더 좋은 영양소 조합인 채소가 양배추 브로콜리 중 어떤 건지 아시나요
1	이 닭가슴살하고 영양 조합을 생각했을 때 브로콜리랑 양배추 중에 뭐가 더 나을까
1	혹시 영양조합상 닭가슴살에는 양배추가 더 좋을까 아니면 브로콜리가 더 좋을까
1	양배추 브로콜리 중에 닭가슴살하고 영양 궁합이 더 좋은 게 뭐야
1	브로콜리랑 양배추 중에서는 영양상 조합을 따져봤을 때 닭가슴살하고 더 좋은 게 어떤거니
1	이 닭가슴살에 더 좋은 영양소 조합인 채소가 양배추 브로콜리 중 어떤 건지 아니
1	가스레인지 일 번 화구와 삼 번 화구 중 불 세기가 더 세게 나오는 곳은 어디죠
1	가스레인지 화구 중 화력이 더 좋은 것은 일번인가요 삼 번인가요
1	가스레인지 화구 중 불이 덜 세게 나오는 것은 일번입니까 삼 번입니까
1	일번 화구와 삼번 화구 중 화력이 더 센 것은 몇 번 화구이지요
1	불 세기가 상대적으로 센 가스레인지 화구는 일번과 삼 번 중 어디지요
1	가스레인지 일 번 화구와 삼 번 화구 중 불 세기가 더 세게 나오는 곳은 어디야
1	저기 가스레인지 화구 중 화력이 더 좋은 것은 일번이야 삼 번이야
1	이 가스레인지 화구 중 불이 덜 세게 나오는 것은 일번이니 삼 번이니
